id,label,type,frequency,author
author:Laura Mullen,Laura Mullen,author,2,
author:Lynn Xu,Lynn Xu,author,2,
author:Cathryn Essinger,Cathryn Essinger,author,2,
author:Jennifer Givhan,Jennifer Givhan,author,2,
author:Truong Tran,Truong Tran,author,2,
author:Sharon Mesmer,Sharon Mesmer,author,2,
author:Bruce Snider,Bruce Snider,author,2,
author:Thomas McCarthy,Thomas McCarthy,author,2,
author:Mary Meriam,Mary Meriam,author,2,
author:Safiya Sinclair,Safiya Sinclair,author,2,
author:Abraham Lincoln,Abraham Lincoln,author,2,
author:Katharine Tynan,Katharine Tynan,author,2,
author:Danielle Chapman,Danielle Chapman,author,2,
author:Doug Anderson,Doug Anderson,author,2,
author:James Shirley,James Shirley,author,2,
author:Nathaniel Hawthorne,Nathaniel Hawthorne,author,2,
author:Philip Schultz,Philip Schultz,author,2,
author:Charles Dickens,Charles Dickens,author,2,
author:Robert Thomas,Robert Thomas,author,2,
author:Mary Oliver,Mary Oliver,author,2,
author:Gretchen Marquette,Gretchen Marquette,author,2,
author:Jeff Daniel Marion,Jeff Daniel Marion,author,2,
author:Robert Gibb,Robert Gibb,author,2,
author:Anthony Lawrence,Anthony Lawrence,author,2,
author:Shira Dentz,Shira Dentz,author,2,
author:Clare Jones,Clare Jones,author,2,
author:Stephen Sexton,Stephen Sexton,author,2,
author:Jake Crist,Jake Crist,author,2,
author:Cynthia Arrieu-King,Cynthia Arrieu-King,author,2,
author:Ernesto Cardenal,Ernesto Cardenal,author,2,
author:Mark Bibbins,Mark Bibbins,author,2,
author:Duy Doan,Duy Doan,author,2,
author:Chelsea Rathburn,Chelsea Rathburn,author,2,
author:Naomi Cohn,Naomi Cohn,author,2,
author:Rocket Caleshu,Rocket Caleshu,author,2,
author:Rita Ann Higgins,Rita Ann Higgins,author,2,
author:Bev Yockelson,Bev Yockelson,author,2,
author:Joel Dias-Porter,Joel Dias-Porter,author,2,
author:Chen Jun,Chen Jun,author,2,
author:Karin Gottshall,Karin Gottshall,author,2,
author:Ken Chen,Ken Chen,author,2,
author:Shirley Buettner,Shirley Buettner,author,2,
author:Mario Meléndez,Mario Meléndez,author,2,
author:Jana Harris,Jana Harris,author,2,
author:Wilfrid Wilson Gibson,Wilfrid Wilson Gibson,author,2,
author:Sumita Chakraborty,Sumita Chakraborty,author,2,
author:Kevin Griffith,Kevin Griffith,author,2,
author:Bruce Bond,Bruce Bond,author,2,
author:Katherine Hauth,Katherine Hauth,author,2,
author:Sallie Wolf,Sallie Wolf,author,2,
author:Ru Freeman,Ru Freeman,author,2,
author:Rajiv Mohabir,Rajiv Mohabir,author,2,
author:April Halprin Wayland,April Halprin Wayland,author,2,
author:Dolores Hayden,Dolores Hayden,author,2,
author:Paula Bohince,Paula Bohince,author,2,
author:Margaret Avison,Margaret Avison,author,2,
author:May Sarton,May Sarton,author,2,
author:Gig Ryan,Gig Ryan,author,2,
author:Bianca Stone,Bianca Stone,author,2,
author:Shailja Patel,Shailja Patel,author,2,
author:Sarah C. Harwell,Sarah C. Harwell,author,2,
author:Momtaza Mehri,Momtaza Mehri,author,2,
author:Sheila Black,Sheila Black,author,2,
author:Penelope Shuttle,Penelope Shuttle,author,2,
author:Traci Brimhall,Traci Brimhall,author,2,
author:K. Silem Mohammad,K. Silem Mohammad,author,2,
author:Linda Parsons Marion,Linda Parsons Marion,author,2,
author:Troy Jollimore,Troy Jollimore,author,2,
author:Mark Ford,Mark Ford,author,2,
author:Kathleen Ossip,Kathleen Ossip,author,2,
author:Jaya Savige,Jaya Savige,author,2,
author:Liz Berry,Liz Berry,author,2,
author:Virginia Hamilton Adair,Virginia Hamilton Adair,author,2,
author:April Bernard,April Bernard,author,2,
author:Dan Chelotti,Dan Chelotti,author,2,
author:Richard Owens,Richard Owens,author,2,
author:Caroline Bergvall,Caroline Bergvall,author,2,
author:Nikky Finney,Nikky Finney,author,2,
author:Deborah Digges,Deborah Digges,author,2,
author:Joshua Corey,Joshua Corey,author,2,
author:Libby Burton,Libby Burton,author,2,
author:Laurie Ann Guerrero,Laurie Ann Guerrero,author,2,
author:Ian Duhig,Ian Duhig,author,2,
author:Orlando Ricardo Menes,Orlando Ricardo Menes,author,2,
author:Natalie Eilbert,Natalie Eilbert,author,2,
author:Kristin Naca,Kristin Naca,author,2,
author:Wayne Holloway-Smith,Wayne Holloway-Smith,author,2,
author:Paolo Javier,Paolo Javier,author,2,
author:Elizabeth Metzger,Elizabeth Metzger,author,2,
author:Mary Hickman,Mary Hickman,author,2,
author:Anne Boyer,Anne Boyer,author,2,
author:Kathryn Simmonds,Kathryn Simmonds,author,2,
author:Yi Sang,Yi Sang,author,2,
author:John Hodgen,John Hodgen,author,2,
author:John Shoptaw,John Shoptaw,author,2,
author:Paul Tran,Paul Tran,author,2,
author:Susan Barba,Susan Barba,author,2,
author:Mona Arshi,Mona Arshi,author,2,
author:Jack Gilbert,Jack Gilbert,author,2,
author:Philip Freneau,Philip Freneau,author,2,
author:Samuel Wagan Watson,Samuel Wagan Watson,author,2,
author:Krista Franklin,Krista Franklin,author,2,
author:Lisa Ampleman,Lisa Ampleman,author,2,
author:Stephen Sturgeon,Stephen Sturgeon,author,2,
author:Jeffrey Yang,Jeffrey Yang,author,2,
author:Barbara Hamby,Barbara Hamby,author,2,
author:Gregory Maguire,Gregory Maguire,author,2,
author:Mahogany L. Browne,Mahogany L. Browne,author,2,
author:John M. Ridland,John M. Ridland,author,2,
author:Todd Swift,Todd Swift,author,2,
author:Anna Akhmatova,Anna Akhmatova,author,2,
author:Bob Perelman,Bob Perelman,author,2,
author:Carole Boston Weatherford,Carole Boston Weatherford,author,2,
author:Neil Carpathios,Neil Carpathios,author,2,
author:Ali Cobby Eckermann,Ali Cobby Eckermann,author,2,
author:Stephanie Gray,Stephanie Gray,author,2,
author:James Kimbrell,James Kimbrell,author,2,
author:Liu Xia,Liu Xia,author,2,
author:Clive James,Clive James,author,2,
author:Warsan Shire,Warsan Shire,author,2,
author:Susan Kelly-DeWitt,Susan Kelly-DeWitt,author,2,
author:Rebecca Kai Dotlich,Rebecca Kai Dotlich,author,2,
author:Tim Wells,Tim Wells,author,2,
author:Jayme Ringleb,Jayme Ringleb,author,2,
author:Caleb Klaces,Caleb Klaces,author,2,
author:Fran Haraway,Fran Haraway,author,2,
author:Mia Kang,Mia Kang,author,2,
author:Elizabeth Campbell,Elizabeth Campbell,author,2,
author:Amanda Joy,Amanda Joy,author,2,
author:Toby Martinez de las Rivas,Toby Martinez de las Rivas,author,2,
author:Robin Gow,Robin Gow,author,2,
author:Jane Wong,Jane Wong,author,2,
author:Stephanie Young,Stephanie Young,author,2,
author:Suzanne Gardinier,Suzanne Gardinier,author,2,
author:Tanaya Winder,Tanaya Winder,author,2,
author:Michael Wasson,Michael Wasson,author,2,
author:René Magritte,René Magritte,author,2,
author:Bertolt Brecht,Bertolt Brecht,author,2,
author:Reina María Rodríguez,Reina María Rodríguez,author,2,
author:Rodney Torreson,Rodney Torreson,author,2,
author:Eugénio de Andrade,Eugénio de Andrade,author,2,
author:Ruby Robinson,Ruby Robinson,author,2,
author:John Hollander,John Hollander,author,2,
author:Ernst Jandl,Ernst Jandl,author,2,
author:Pierluigi Cappello,Pierluigi Cappello,author,2,
author:Joseph Bruchac,Joseph Bruchac,author,2,
author:John Davies,John Davies,author,2,
author:Khadijah Queen,Khadijah Queen,author,2,
author:George Quasha,George Quasha,author,2,
author:Lawson Fusao Inada,Lawson Fusao Inada,author,2,
author:Carla Panciera,Carla Panciera,author,2,
author:Monica Ferrell,Monica Ferrell,author,2,
author:David Mura,David Mura,author,2,
author:Patricia Traxler,Patricia Traxler,author,2,
author:Bryan D. Dietrich,Bryan D. Dietrich,author,2,
author:Gillian Allnutt,Gillian Allnutt,author,2,
author:Amanda Jernigan,Amanda Jernigan,author,2,
author:Howard Altmann,Howard Altmann,author,2,
author:Keith S. Wilson,Keith S. Wilson,author,2,
author:Esther Lee,Esther Lee,author,2,
author:A.B. Jackson,A.B. Jackson,author,2,
author:Sergey Gandlevsky,Sergey Gandlevsky,author,2,
author:Calvin Bedient,Calvin Bedient,author,2,
author:T. E. Hulme,T. E. Hulme,author,2,
author:Rebecca Gayle Howell,Rebecca Gayle Howell,author,2,
author:Bridget Lowe,Bridget Lowe,author,2,
author:Mary Ann Hoberman,Mary Ann Hoberman,author,2,
author:Chen Chen,Chen Chen,author,2,
author:Clark Moore,Clark Moore,author,2,
author:Jacob Polley,Jacob Polley,author,2,
author:Hai-Dang Phan,Hai-Dang Phan,author,2,
author:David Biespiel,David Biespiel,author,2,
author:Vijay Seshadri,Vijay Seshadri,author,2,
author:Oliver Goldsmith,Oliver Goldsmith,author,2,
author:Nuala Ní Dhomhnaill,Nuala Ní Dhomhnaill,author,2,
author:James Thomson,James Thomson,author,2,
author:Jan Heller Levi,Jan Heller Levi,author,2,
author:Emily Pérez,Emily Pérez,author,2,
author:Lani O'Hanlon,Lani O'Hanlon,author,2,
author:Frances Leviston,Frances Leviston,author,2,
author:John Updike,John Updike,author,2,
author:Luisa A. Igloria,Luisa A. Igloria,author,2,
author:Joshua Weiner,Joshua Weiner,author,2,
author:Jennifer Elise Foerster,Jennifer Elise Foerster,author,2,
author:Ed Ochester,Ed Ochester,author,2,
author:John Matthias,John Matthias,author,2,
author:Jon Leon,Jon Leon,author,2,
author:Donovan Kūhiō Colleps,Donovan Kūhiō Colleps,author,2,
author:Isabel Galleymore,Isabel Galleymore,author,2,
author:Ned Balbo,Ned Balbo,author,2,
author:Robert Southwell SJ,Robert Southwell SJ,author,2,
author:Emanuel Xavier,Emanuel Xavier,author,2,
author:Ailbhe Darcy,Ailbhe Darcy,author,2,
author:Lawrence Joseph,Lawrence Joseph,author,2,
author:Kwame Dawes,Kwame Dawes,author,2,
author:Clare Pollard,Clare Pollard,author,2,
author:Rose Fyleman,Rose Fyleman,author,2,
author:Lisa Gill,Lisa Gill,author,2,
author:Kirby Knowlton,Kirby Knowlton,author,2,
author:Paige Lewis,Paige Lewis,author,2,
author:S.J. Fowler,S.J. Fowler,author,2,
author:Michael Symmons Roberts,Michael Symmons Roberts,author,2,
author:Paul Perry,Paul Perry,author,2,
author:Dore Kiesselbach,Dore Kiesselbach,author,2,
author:Michelle O’Sullivan,Michelle O’Sullivan,author,2,
author:Ailbhe Ní Ghearbhuigh,Ailbhe Ní Ghearbhuigh,author,2,
author:John Repp,John Repp,author,2,
author:Laura Moriarty,Laura Moriarty,author,2,
author:Tara Bray,Tara Bray,author,2,
author:Kathy Nilsson,Kathy Nilsson,author,2,
author:Daniel Tiffany,Daniel Tiffany,author,2,
author:Billy Ramsell,Billy Ramsell,author,2,
author:Jennifer Maiden,Jennifer Maiden,author,2,
author:Isabel Rogers,Isabel Rogers,author,2,
author:Brad Leithauser,Brad Leithauser,author,2,
author:Victoria Kennefick,Victoria Kennefick,author,2,
author:Ciaran Berry,Ciaran Berry,author,2,
author:Lisa Williams,Lisa Williams,author,2,
author:Elizabeth Seydel Morgan,Elizabeth Seydel Morgan,author,2,
author:Bob Kaufman,Bob Kaufman,author,2,
author:John Philip Johnson,John Philip Johnson,author,2,
author:Robert Haight,Robert Haight,author,2,
author:Robin Ekiss,Robin Ekiss,author,2,
author:Thomas Chatterton,Thomas Chatterton,author,2,
author:George Chapman,George Chapman,author,2,
author:Marsha Truman Cooper,Marsha Truman Cooper,author,2,
author:Robert Sullivan,Robert Sullivan,author,2,
author:Lucy Larcom,Lucy Larcom,author,2,
author:Joanne Diaz,Joanne Diaz,author,2,
author:Lisa Grove,Lisa Grove,author,2,
author:Vona Groarke,Vona Groarke,author,2,
author:Sheryl St. Germain,Sheryl St. Germain,author,2,
author:Eisder Mosquera,Eisder Mosquera,author,2,
author:Jacob Shores-Argüello,Jacob Shores-Argüello,author,2,
author:Charles Harper Webb,Charles Harper Webb,author,2,
author:Ben Ladouceur,Ben Ladouceur,author,2,
author:Susan Elizabeth Howe,Susan Elizabeth Howe,author,2,
author:Jo McDougall,Jo McDougall,author,2,
author:Stuart Kestenbaum,Stuart Kestenbaum,author,2,
author:Lucy Wainger,Lucy Wainger,author,2,
author:Jennifer Gray,Jennifer Gray,author,2,
author:Sara Peters,Sara Peters,author,2,
author:Thom Gunn,Thom Gunn,author,2,
author:Ilya Kutik,Ilya Kutik,author,2,
author:Shann Ray,Shann Ray,author,2,
author:Coventry Patmore,Coventry Patmore,author,2,
author:Durs Grünbein,Durs Grünbein,author,2,
author:Thomas Nashe,Thomas Nashe,author,2,
author:Amy E. Sklansky,Amy E. Sklansky,author,2,
author:Gabriel Spera,Gabriel Spera,author,2,
author:Sarah Browning,Sarah Browning,author,2,
author:Janet Eigner,Janet Eigner,author,2,
author:Dorothea Tanning,Dorothea Tanning,author,2,
author:Linda Norton,Linda Norton,author,2,
author:Brandon Shimoda,Brandon Shimoda,author,2,
author:Lola Haskins,Lola Haskins,author,2,
author:Kamau Brathwaite,Kamau Brathwaite,author,2,
author:Brian Henry,Brian Henry,author,2,
author:Rabi'a,Rabi'a,author,2,
author:Jacqueline Osherow,Jacqueline Osherow,author,2,
author:Gaspara Stampa,Gaspara Stampa,author,2,
author:John Crowe Ransom,John Crowe Ransom,author,2,
author:J. T. Ledbetter,J. T. Ledbetter,author,2,
author:Peter Boyle,Peter Boyle,author,2,
author:Judith Beveridge,Judith Beveridge,author,2,
author:Mark Tredinnick,Mark Tredinnick,author,2,
author:Kris Hemensley,Kris Hemensley,author,2,
author:Greg Miller,Greg Miller,author,2,
author:Richard Levine,Richard Levine,author,2,
author:Richard Newman,Richard Newman,author,2,
author:David Musgrave,David Musgrave,author,2,
author:Brook Emery,Brook Emery,author,2,
author:David Tucker,David Tucker,author,2,
author:James McKean,James McKean,author,2,
author:August Kleinzahler,August Kleinzahler,author,2,
author:W.D. Ehrhart,W.D. Ehrhart,author,2,
author:Jane Miller,Jane Miller,author,2,
author:John Wieners,John Wieners,author,2,
author:Jane Cooper,Jane Cooper,author,2,
author:P. Inman,P. Inman,author,2,
author:Ashley Anna McHugh,Ashley Anna McHugh,author,2,
author:Moira Egan,Moira Egan,author,2,
author:Susan Browne,Susan Browne,author,2,
author:Lance Larsen,Lance Larsen,author,2,
author:Pam Rehm,Pam Rehm,author,2,
author:Bill Holm,Bill Holm,author,2,
author:Joseph Stanton,Joseph Stanton,author,2,
author:Robert West,Robert West,author,2,
author:Ruth Moose,Ruth Moose,author,2,
author:Anne Pierson Wiese,Anne Pierson Wiese,author,2,
author:Chip Livingston,Chip Livingston,author,2,
author:Kristine O'Connell George,Kristine O'Connell George,author,2,
author:Urayoán Noel,Urayoán Noel,author,2,
author:Leslie Scalapino,Leslie Scalapino,author,2,
author:Nicole Brossard,Nicole Brossard,author,2,
author:Todd Davis,Todd Davis,author,2,
author:Anne Killigrew,Anne Killigrew,author,2,
author:Steven Orlen,Steven Orlen,author,2,
author:Ellery Akers,Ellery Akers,author,2,
author:Tennessee Williams,Tennessee Williams,author,2,
author:Avis Harley,Avis Harley,author,2,
author:Ovid,Ovid,author,2,
author:Dante Alighieri,Dante Alighieri,author,2,
author:Lucretius,Lucretius,author,2,
author:Matthew Prior,Matthew Prior,author,2,
author:Heidi Mordhorst,Heidi Mordhorst,author,2,
author:Ephelia,Ephelia,author,2,
author:Susan M. Schultz,Susan M. Schultz,author,2,
author:Frank Steele,Frank Steele,author,2,
author:Sean Nevin,Sean Nevin,author,2,
author:Harriet Monroe,Harriet Monroe,author,2,
author:Rachel Loden,Rachel Loden,author,2,
author:Peter Sacks,Peter Sacks,author,2,
author:Shirley Kaufman,Shirley Kaufman,author,2,
author:Ann Struthers,Ann Struthers,author,2,
author:R. S. Gwynn,R. S. Gwynn,author,2,
author:Julian Grenfell,Julian Grenfell,author,2,
author:James Thomson (Bysshe Vanolis),James Thomson (Bysshe Vanolis),author,2,
author:Saadi Youssef,Saadi Youssef,author,2,
author:Dan Chiasson,Dan Chiasson,author,2,
author:Gary Dop,Gary Dop,author,2,
author:Catherine Imbriglio,Catherine Imbriglio,author,2,
author:Melissa Kwasny,Melissa Kwasny,author,2,
author:George Arnold,George Arnold,author,2,
author:Elizabeth Moody,Elizabeth Moody,author,2,
author:Matilda Bethem,Matilda Bethem,author,2,
author:Hannah More,Hannah More,author,2,
author:Helen Leigh,Helen Leigh,author,2,
author:Helen Maria Williams,Helen Maria Williams,author,2,
author:Susan Hutton,Susan Hutton,author,2,
author:John McCrae,John McCrae,author,2,
author:William Dunbar,William Dunbar,author,2,
author:Layli Long Soldier,Layli Long Soldier,author,2,
author:Eliza Lee Follen,Eliza Lee Follen,author,2,
author:Christian Milne,Christian Milne,author,2,
author:Anne Hunter,Anne Hunter,author,2,
author:Amelia Opie,Amelia Opie,author,2,
author:Mary Weston Fordham,Mary Weston Fordham,author,2,
author:Emily Pauline Johnson,Emily Pauline Johnson,author,2,
author:Josephine Delphine Henderson Heard,Josephine Delphine Henderson Heard,author,2,
author:Ina Coolbrith,Ina Coolbrith,author,2,
author:Elizabeth Akers Allen,Elizabeth Akers Allen,author,2,
author:Pauletta Hansel,Pauletta Hansel,author,2,
author:Richard Barnfield,Richard Barnfield,author,2,
author:Cecilia Woloch,Cecilia Woloch,author,2,
author:Chris Forhan,Chris Forhan,author,2,
author:James Edwin Campbell,James Edwin Campbell,author,2,
author:Jeanie Greensfelder,Jeanie Greensfelder,author,2,
author:J. D. McClatchy,J. D. McClatchy,author,2,
author:Alfred Islay Walden,Alfred Islay Walden,author,2,
author:Joshua McCarter Simpson,Joshua McCarter Simpson,author,2,
author:James Ephraim McGirt,James Ephraim McGirt,author,2,
author:George Marion McClellan,George Marion McClellan,author,2,
author:Susan Eisenberg,Susan Eisenberg,author,2,
author:Tony Barnstone,Tony Barnstone,author,2,
author:Katy Lederer,Katy Lederer,author,2,
author:John L. Stanizzi,John L. Stanizzi,author,2,
author:Mark Nickels,Mark Nickels,author,2,
author:Fabio Pusterla,Fabio Pusterla,author,2,
author:William Waring Cuney,William Waring Cuney,author,2,
author:Nora Naranjo-Morse,Nora Naranjo-Morse,author,2,
author:George Garrett,George Garrett,author,2,
author:Bhanu Kapil,Bhanu Kapil,author,2,
author:Samuel Green,Samuel Green,author,2,
author:Hanif Abdurraqib,Hanif Abdurraqib,author,2,
author:Sara Littlecrow-Russell,Sara Littlecrow-Russell,author,2,
author:Margo Tamez,Margo Tamez,author,2,
author:Brenda Iijima,Brenda Iijima,author,2,
author:Philip Raisor,Philip Raisor,author,2,
author:Saundra Rose Maley,Saundra Rose Maley,author,2,
author:Merrill Leffler,Merrill Leffler,author,2,
author:Betty Adcock,Betty Adcock,author,2,
author:Alejandra Pizarnik,Alejandra Pizarnik,author,2,
author:Cathy Tagnak Rexford,Cathy Tagnak Rexford,author,2,
author:Lee Ann Roripaugh,Lee Ann Roripaugh,author,2,
author:Tom Healy,Tom Healy,author,2,
author:Benjamin S. Grossberg,Benjamin S. Grossberg,author,2,
author:Diana García,Diana García,author,2,
author:Mark Turcotte,Mark Turcotte,author,2,
author:Michael Klein,Michael Klein,author,2,
author:elena minor,elena minor,author,2,
author:Walter Clyde Curry,Walter Clyde Curry,author,2,
author:James Joyce,James Joyce,author,2,
author:Laura Da',Laura Da',author,2,
author:Solomon Ibn Gabirol,Solomon Ibn Gabirol,author,2,
author:Christopher Soto,Christopher Soto,author,2,
author:James Hoch,James Hoch,author,2,
author:Alurista,Alurista,author,2,
author:Chrystos,Chrystos,author,2,
author:Sean Thomas Dougherty,Sean Thomas Dougherty,author,2,
author:Jen Hofer,Jen Hofer,author,2,
author:Brian Turner,Brian Turner,author,2,
author:Henry Taylor,Henry Taylor,author,2,
author:Jacques Réda,Jacques Réda,author,2,
author:Jennifer Tonge,Jennifer Tonge,author,2,
author:Robert Fanning,Robert Fanning,author,2,
author:Tom Disch,Tom Disch,author,2,
author:Philip Gross,Philip Gross,author,2,
author:Rebecca Hoogs,Rebecca Hoogs,author,2,
author:Katherine Larson,Katherine Larson,author,2,
author:Thomas R. Moore,Thomas R. Moore,author,2,
author:Naomi Replansky,Naomi Replansky,author,2,
author:Neil Fischer,Neil Fischer,author,2,
author:Nicole Pekarske,Nicole Pekarske,author,2,
author:Maurice Manning,Maurice Manning,author,2,
author:Molly McQuade,Molly McQuade,author,2,
author:Jeffrey Schultz,Jeffrey Schultz,author,2,
author:Patrizia Valduga,Patrizia Valduga,author,2,
author:Valerio Magrelli,Valerio Magrelli,author,2,
author:Antonella Anedda,Antonella Anedda,author,2,
author:Umberto Fiori,Umberto Fiori,author,2,
author:Patrizia Cavalli,Patrizia Cavalli,author,2,
author:Alda Merini,Alda Merini,author,2,
author:César Vallejo,César Vallejo,author,2,
author:Ibn Al-`Arabi,Ibn Al-`Arabi,author,2,
author:Jean Follain,Jean Follain,author,2,
author:Håkan Sandell,Håkan Sandell,author,2,
author:Karl Kirchwey,Karl Kirchwey,author,2,
author:Emily Skillings,Emily Skillings,author,2,
author:Mary O'Donnell,Mary O'Donnell,author,2,
author:Leila Wilson,Leila Wilson,author,2,
author:Glyn Maxwell,Glyn Maxwell,author,2,
author:Cathy Park Hong,Cathy Park Hong,author,2,
author:Avot Yeshurun,Avot Yeshurun,author,2,
author:Pura López-Colomé,Pura López-Colomé,author,2,
author:Joseph Hutchison,Joseph Hutchison,author,2,
author:Leslie Williams,Leslie Williams,author,2,
author:Sarah Barber,Sarah Barber,author,2,
author:Alison Stine,Alison Stine,author,2,
author:Caki Wilkinson,Caki Wilkinson,author,2,
author:Michael Rutherglen,Michael Rutherglen,author,2,
author:Pat Schneider,Pat Schneider,author,2,
author:Nancy Willard,Nancy Willard,author,2,
author:Álvaro de Campos,Álvaro de Campos,author,2,
author:Dahlia Ravikovitch,Dahlia Ravikovitch,author,2,
author:Katy Didden,Katy Didden,author,2,
author:Dave Lucas,Dave Lucas,author,2,
author:Belle Randall,Belle Randall,author,2,
author:Jordan Davis,Jordan Davis,author,2,
author:John Poch,John Poch,author,2,
author:Timothy Murphy,Timothy Murphy,author,2,
author:Joseph Spece,Joseph Spece,author,2,
author:Shara McCallum,Shara McCallum,author,2,
author:Anne Brontë,Anne Brontë,author,2,
author:Nikki Wallschlaeger,Nikki Wallschlaeger,author,2,
author:Carlo Betocchi,Carlo Betocchi,author,2,
author:George Eliot,George Eliot,author,2,
author:Eugene Gloria,Eugene Gloria,author,2,
author:Peter Bethanis,Peter Bethanis,author,2,
author:Margaret Widdemer,Margaret Widdemer,author,2,
author:James Scruton,James Scruton,author,2,
author:Jeanne Murray Walker,Jeanne Murray Walker,author,2,
author:Ava Leavell Haymon,Ava Leavell Haymon,author,1,
author:Maram Al-Massri,Maram Al-Massri,author,1,
author:George Kalogeris,George Kalogeris,author,1,
author:Gowann,Gowann,author,1,
author:Liz Howard,Liz Howard,author,1,
author:Igor Klikovac,Igor Klikovac,author,1,
author:Angie Macri,Angie Macri,author,1,
author:Wong May,Wong May,author,1,
author:Ed Skoog,Ed Skoog,author,1,
author:Paul Hostovsky,Paul Hostovsky,author,1,
author:Vidyan Ravinthiran,Vidyan Ravinthiran,author,1,
author:Ian Pople,Ian Pople,author,1,
author:Andrew McMillan,Andrew McMillan,author,1,
author:Donald Platt,Donald Platt,author,1,
author:Jalal al-Din Rumi,Jalal al-Din Rumi,author,1,
author:Marcus Slease,Marcus Slease,author,1,
author:Brandon Som,Brandon Som,author,1,
author:Bryan Thao Worra,Bryan Thao Worra,author,1,
author:Liane Strauss,Liane Strauss,author,1,
author:Myra Sklarew,Myra Sklarew,author,1,
author:Wang Ping,Wang Ping,author,1,
author:Gayle Danley,Gayle Danley,author,1,
author:Julia Shipley,Julia Shipley,author,1,
author:Szilárd Borbély,Szilárd Borbély,author,1,
author:Ruth Wiggins,Ruth Wiggins,author,1,
author:Harry Mathews,Harry Mathews,author,1,
author:Farid Matuk,Farid Matuk,author,1,
author:Jennifer Tamayo,Jennifer Tamayo,author,1,
author:Vievee Francis,Vievee Francis,author,1,
author:Karl O'Hanlon,Karl O'Hanlon,author,1,
author:Ricardo Alberto Maldonado,Ricardo Alberto Maldonado,author,1,
author:Dana Roeser,Dana Roeser,author,1,
author:Gerald Maa,Gerald Maa,author,1,
author:Colette Bryce,Colette Bryce,author,1,
author:Leontia Flynn,Leontia Flynn,author,1,
author:francine j. harris,francine j. harris,author,1,
author:Catherine Field,Catherine Field,author,1,
author:Philip Fried,Philip Fried,author,1,
author:Cheryl Boyce-Taylor,Cheryl Boyce-Taylor,author,1,
author:Bettina M. Walker,Bettina M. Walker,author,1,
author:Jacqueline Jones LaMon,Jacqueline Jones LaMon,author,1,
author:Denise Riley,Denise Riley,author,1,
author:Fran Lock,Fran Lock,author,1,
author:Jerzy Ficowski,Jerzy Ficowski,author,1,
author:Lev Oborin,Lev Oborin,author,1,
author:John Wilkinson,John Wilkinson,author,1,
author:Claire Trévien,Claire Trévien,author,1,
author:John Greening,John Greening,author,1,
author:David Wheatley,David Wheatley,author,1,
author:Martin Monahan,Martin Monahan,author,1,
author:Sophie Collins,Sophie Collins,author,1,
author:James Brookes,James Brookes,author,1,
author:Hugo Williams,Hugo Williams,author,1,
author:Matthew Francis,Matthew Francis,author,1,
author:Mir Mahfuz Ali,Mir Mahfuz Ali,author,1,
author:Christopher Robley,Christopher Robley,author,1,
author:Peter Heller,Peter Heller,author,1,
author:Darrel Alejandro Holnes,Darrel Alejandro Holnes,author,1,
author:Rob Schlegel,Rob Schlegel,author,1,
author:Seán Ó Coileáin,Seán Ó Coileáin,author,1,
author:Grigori Dashevsky,Grigori Dashevsky,author,1,
author:Seán Ó Ríordáin,Seán Ó Ríordáin,author,1,
author:Víctor Rodríguez Núñez,Víctor Rodríguez Núñez,author,1,
author:Moniza Alvi,Moniza Alvi,author,1,
author:Kate Potts,Kate Potts,author,1,
author:Lucy Tunstall,Lucy Tunstall,author,1,
author:Lynne Thompson,Lynne Thompson,author,1,
author:D. Gilson,D. Gilson,author,1,
author:William Fuller,William Fuller,author,1,
author:Erez Bitton,Erez Bitton,author,1,
author:Tara Betts,Tara Betts,author,1,
author:John Rodriguez,John Rodriguez,author,1,
author:Diane Lockward,Diane Lockward,author,1,
author:Eiléan Ní Chuilleanáin,Eiléan Ní Chuilleanáin,author,1,
author:Eric Amling,Eric Amling,author,1,
author:Gary Whited,Gary Whited,author,1,
author:Wyatt Prunty,Wyatt Prunty,author,1,
author:Kinga Tóth,Kinga Tóth,author,1,
author:Aifric Mac Aodha,Aifric Mac Aodha,author,1,
author:Tara Bergin,Tara Bergin,author,1,
author:Doireann Ní Ghríofa,Doireann Ní Ghríofa,author,1,
author:Leanne O'Sullivan,Leanne O'Sullivan,author,1,
author:Declan Ryan,Declan Ryan,author,1,
author:Dave Lordan,Dave Lordan,author,1,
author:Roisin Kelly,Roisin Kelly,author,1,
author:Cal Doyle,Cal Doyle,author,1,
author:Dean Browne,Dean Browne,author,1,
author:Nick Laird,Nick Laird,author,1,
author:Lily Cao,Lily Cao,author,1,
author:Marla Miniano,Marla Miniano,author,1,
author:Alex-Quan Pham,Alex-Quan Pham,author,1,
author:Tyler Ford,Tyler Ford,author,1,
author:Miriam Gamble,Miriam Gamble,author,1,
author:Stephen Connolly,Stephen Connolly,author,1,
author:Caoilinn Hughes,Caoilinn Hughes,author,1,
author:Michael McKimm,Michael McKimm,author,1,
author:John McAuliffe,John McAuliffe,author,1,
author:Jack Cooper,Jack Cooper,author,1,
author:Michael Lauchlan,Michael Lauchlan,author,1,
author:Robert Tremmel,Robert Tremmel,author,1,
author:Susan Rothbard,Susan Rothbard,author,1,
author:Martin Dyar,Martin Dyar,author,1,
author:Zaffar Kunial,Zaffar Kunial,author,1,
author:Jeffrey Skinner,Jeffrey Skinner,author,1,
